MechEngW/Spec Material Sci&Eng,MC32,CHEM 6A,MAE 101A,MAE 101B,MAE 101C,MAE 105,MAE 107,MAE 11,MAE 131A,MAE 131B or MAE 160,MAE 143A,MAE 143B,MAE 150,MAE 156A,MAE 156B,MAE 170,MAE 171A,MAE 20,MAE 3,MAE 30A,MAE 30B,MAE 40,MAE 8,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 2A,PHYS 2B,PHYS 2C,TE,TE,TE,TE,TE,,,,,,,
MechEngW/SpecFluidMech&ThrmlSy,MC33,CHEM 6A,MAE 101A,MAE 101B,MAE 101C,MAE 105,MAE 107,MAE 11,MAE 131A,MAE 131B or MAE 160,MAE 143A,MAE 143B,MAE 150,MAE 156A,MAE 156B,MAE 170,MAE 171A,MAE 20,MAE 3,MAE 30A,MAE 30B,MAE 40,MAE 8,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 2A,PHYS 2B,PHYS 2C,TE,TE,TE,TE,TE,,,,,,,
MechEngW/Spec Cntrl & Robotics,MC34,CHEM 6A,MAE 101A,MAE 101B,MAE 101C,MAE 105,MAE 107,MAE 11,MAE 131A,MAE 131B or MAE 160,MAE 143A,MAE 143B,MAE 150,MAE 156A,MAE 156B,MAE 170,MAE 171A,MAE 20,MAE 3,MAE 30A,MAE 30B,MAE 40,MAE 8,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 2A,PHYS 2B,PHYS 2C,TE,TE,TE,TE,TE,,,,,,,
AeroEng w/Spec FlightDyn&Contl,MC35,CHEM 6A,MAE 02,MAE 08,MAE 101A,MAE 101B,MAE 104,MAE 105,MAE 107,MAE 11,MAE 113,MAE 131A,MAE 142,MAE 143A,MAE 143B,MAE 155A,MAE 155B,MAE 170,MAE 175A,MAE 21,MAE 30A,MAE 30B,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 2A,PHYS 2B,PHYS 2C & 2CL,SE 160A,TE,TE,TE,TE,TE,,,,,,,
AeroEng w/Spec Astrodynm&SpcAp,MC36,CHEM 6A,MAE 02,MAE 08,MAE 101A,MAE 101B,MAE 104,MAE 105,MAE 107,MAE 11,MAE 113,MAE 131A,MAE 142,MAE 143B,MAE 143B,MAE 155A,MAE 155B,MAE 170,MAE 175A,MAE 21,MAE 30A,MAE 30B,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 2A,PHYS 2B,PHYS 2C & 2CL,SE 160A,TE,TE,TE,TE,TE,,,,,,,
AeroEng w/Spec Aerothermodynam,MC37,CHEM 6A,MAE 02,MAE 08,MAE 101A,MAE 101B,MAE 104,MAE 105,MAE 107,MAE 11,MAE 113,MAE 131A,MAE 142,MAE 143A,MAE 143B,MAE 155A,MAE 155B,MAE 170,MAE 175A,MAE 21,MAE 30A,MAE 30B,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 2A,PHYS 2B,PHYS 2C & 2CL,SE 160A,TE,TE,TE,TE,TE,,,,,,,
Music,MU25,Ensemble,Ensemble,Ensemble,MUS 101A,MUS 101B,MUS 101C,MUS 120A,MUS 120B,MUS 120C,MUS 2A,MUS 2AK,MUS 2B,MUS 2BK,MUS 2C,MUS 2CK,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS UD Elective,MUS UD Elective,MUS UD Elective,MUS UD Emphasis,MUS UD Emphasis,MUS UD Emphasis,UD ELECTIVE,,,,,,,,,
Music Humanities,MU26,Ensemble,Ensemble,Ensemble,MUS 120A,MUS 120B,MUS 120C,MUS 1A or 2A,MUS 1B or 2B,MUS 1C or 2C,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS 43,MUS UD Elective,MUS UD Elective,MUS UD Elective,UD ELECTIVE,UD Focus Course,UD Focus Course,UD Focus Course,UD Focus Course,UD Focus Course,UD Focus Course,,,,,,,,,,,,
Interdisc Computing & the Arts,MU27,CSE 11,LD Beginning Practice,LD Restricted Elective,LD Restrictive Elective,LD Theory and History,MATH 20A,MATH 20B,MUS 160A,MUS 160B,MUS 43,MUS 43,MUS 43,MUS 43,UD Advanced Practice,UD ELECTIVE,UD Elective,UD Elective,UD Foundation,UD Foundation,UD Foundation,UD History,UD Practice,UD Practice,UD Theory & History,VIS 41,,,,,,,,,,,,,,,,,,
NanoEngineering,NA25,BILD 1,CHEM 6A,CHEM 6B,CHEM 6C,CHEM 7L,MATH 18***,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,NANO 102,NANO 104,NANO 107,NANO 108,NANO 11,NANO 110,NANO 111,NANO 112,NANO 115L,NANO 117,NANO 119,NANO 120A,NANO 120B,NANO 148,NANO 15**,NANO 20L,NANO 4*,NE ELECTIVE 1****,NE ELECTIVE 2,NE ELECTIVE 3,NE ELECTIVE 4,NE ELECTIVE 5,PHYS 2A,PHYS 2B,PHYS 2C,PHYS 2D,,,,,,
Philosophy,PL25,LD PHIL,LD PHIL,PHIL 10,PHIL 110,PHIL 111,PHIL 112,PHIL 120,UD ELECTIVE,UD PHIL,UD PHIL,UD PHIL,UD PHIL,UD PHIL,UD PHIL,UD PHIL,UD PHIL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physics-Biophysics,PY26,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 100A,PHYS 100B,PHYS 105A,PHYS 110A,PHYS 120,PHYS 130A,PHYS 130B,PHYS 140A,PHYS 2CL,PHYS 2DL,PHYS 4A,PHYS 4B,PHYS 4C,PHYS 4D,PHYS 4E,PHYS LD BREADTH,PHYS LD BREADTH,PHYS LD BREADTH,PHYS LD BREADTH,PHYS LD BREADTH,PHYS LD BREADTH,PHYS LD BREADTH,PHYS UD DEPTH,PHYS UD DEPTH,PHYS UD DEPTH,PHYS UD LAB,PHYS UD RE,PHYS UD RE,Programming,,,,,,,,
Physics w/Specializ Earth Scis,PY28,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 100A,PHYS 100B,PHYS 105A,PHYS 110A,PHYS 120,PHYS 130A,PHYS 130B,PHYS 140A,PHYS 2CL,PHYS 2DL,PHYS 4A,PHYS 4B,PHYS 4C,PHYS 4D,PHYS 4E,PHYS LD BREADTH,PHYS UD DEPTH,PHYS UD DEPTH,PHYS UD LAB,PHYS UD RE,PHYS UD RE,PHYS UD RE,Programming,,,,,,,,,,,,,,
Physics,PY29,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 100A,PHYS 100B,PHYS 105A,PHYS 110A,PHYS 120,PHYS 130A,PHYS 130B,PHYS 140A,PHYS 2CL,PHYS 2DL,PHYS 4A,PHYS 4B,PHYS 4C,PHYS 4D,PHYS 4E,PHYS UD DEPTH,PHYS UD DEPTH,PHYS UD LAB,PHYS UD RE,PHYS UD RE,PHYS UD RE,Programming,,,,,,,,,,,,,,,
General Physics,PY30,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 100A,PHYS 100B,PHYS 110A,PHYS 120,PHYS 130A,PHYS 2CL,PHYS 2DL,PHYS 4A,PHYS 4B,PHYS 4C,PHYS 4D,PHYS 4E,PHYS UD RE,PHYS UD RE,PHYS UD RE,PHYS UD RE,PHYS UD RE,PHYS UD RE,PHYS UD RE,Programming,UD ELECTIVE,,,,,,,,,,,,,,,,
General Physics/Secondary Educ,PY31,EDS 129A,EDS 129B,EDS 129C,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 100A,PHYS 100B,PHYS 110A,PHYS 120,PHYS 130A,PHYS 2CL,PHYS 2DL,PHYS 4A,PHYS 4B,PHYS 4C,PHYS 4D,PHYS 4E,PHYS UD RE,PHYS UD RE,PHYS UD RE,PHYS UD RE,Programming,UD ELECTIVE,,,,,,,,,,,,,,,,
Physics w/Specializ Mtrls Phys,PY32,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 100A,PHYS 100B,PHYS 105A,PHYS 110A,PHYS 120,PHYS 130A,PHYS 130B,PHYS 140A,PHYS 2CL,PHYS 2DL,PHYS 4A,PHYS 4B,PHYS 4C,PHYS 4D,PHYS 4E,PHYS LD BREADTH,PHYS LD BREADTH,PHYS UD DEPTH,PHYS UD DEPTH,PHYS UD LAB,PHYS UD RE,PHYS UD RE,PHYS UD RE,Programming,,,,,,,,,,,,,
Phys w/Spec Computational Phys,PY33,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 100A,PHYS 100B,PHYS 105A,PHYS 110A,PHYS 120,PHYS 130A,PHYS 130B,PHYS 140A,PHYS 2CL,PHYS 2DL,PHYS 4A,PHYS 4B,PHYS 4C,PHYS 4D,PHYS 4E,PHYS UD DEPTH,PHYS UD DEPTH,PHYS UD DEPTH,PHYS UD LAB,PHYS UD RE,PHYS UD RE,Programming,,,,,,,,,,,,,,,
Physics w/Specializ Astrophys,PY34,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 100A,PHYS 100B,PHYS 105A,PHYS 110A,PHYS 120,PHYS 130A,PHYS 130B,PHYS 140A,PHYS 2CL,PHYS 2DL,PHYS 4A,PHYS 4B,PHYS 4C,PHYS 4D,PHYS 4E,PHYS UD DEPTH,PHYS UD DEPTH,PHYS UD DEPTH,PHYS UD LAB,PHYS UD RE,PHYS UD RE,Programming,,,,,,,,,,,,,,,
Political Science,PS25,LD POLI,LD POLI,LD POLI,POLI 30(D),UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,,,,,,,,,,,,,,,,,,,,,,,,,,
Political Sci/Amer Politics,PS26,DOC 1/ DEI,LD POLI,LD POLI,POLI 10D,POLI 30D,UD ELECTIVE,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI/American Politics,UD POLI/American Politics,UD POLI/American Politics,UD POLI/American Politics,UD POLI/American Politics,,,,,,,,,,,,,,,,,,,,,,,,,
Political Sci/Compar Politics,PS27,LD POLI,LD POLI,POLI 11D,POLI 30D,UD ELECTIVE,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI/Comparative Politics,UD POLI/Comparative Politics,UD POLI/Comparative Politics,UD POLI/Comparative Politics,UD POLI/Comparative Politics,,,,,,,,,,,,,,,,,,,,,,,,,,
Political Sci/Intntl Relations,PS28,LD POLI,LD POLI,POLI 12D,POLI 30D,UD ELECTIVE,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI/International Relations,UD POLI/International Relations,UD POLI/International Relations,UD POLI/International Relations,UD POLI/International Relations,,,,,,,,,,,,,,,,,,,,,,,,,,
Political Sci/Political Theory,PS29,LD POLI,LD POLI,LD POLI,POLI 110A,POLI 110B,POLI 110C,POLI 30D,UD ELECTIVE,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD Political Theory,UD/Political Theory,,,,,,,,,,,,,,,,,,,,,,,,,,
Political Sci/Public Law,PS30,LD POLI,LD POLI,POLI 10D,POLI 30D,UD ELECTIVE,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI/Public Law,UD POLI/Public Law,UD POLI/Public Law,UD POLI/Public Law,UD POLI/Public Law,,,,,,,,,,,,,,,,,,,,,,,,,,
Political Sci/Public Policy,PS31,LD POLI,LD POLI,POLI 10D,POLI 160AA,POLI 30D,UD ELECTIVE,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI/Public Policy,UD POLI/Public Policy,UD POLI/Public Policy,UD POLI/Public Policy,,,,,,,,,,,,,,,,,,,,,,,,,,
Political Sci/Data Analytics,PS32,LD POLI,LD POLI,POLI 30(D),POLI 5(D),UD ELECTIVE,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI/Data Analytics,UD POLI/Data Analytics,UD POLI/Data Analytics,UD POLI/Data Analytics,UD POLI/Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,
Political Sci/Race Eth and Pol,PS34,LD POLI,LD POLI,POLI 10D,POLI 30D,UD ELECTIVE,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,UD POLI,"UD POLI/Race, Ethnicity, and Politics","UD POLI/Race, Ethnicity, and Politics","UD POLI/Race, Ethnicity, and Politics","UD POLI/Race, Ethnicity, and Politics","UD POLI/Race, Ethnicity, and Politics",,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,PC25,1 COMPUTER PROGRAMMING,1 FORMAL SKILLS,1 NATURAL SCIENCE,1 NATURAL SCIENCE,PSYC 60,PSYC 70,PSYC CORE,PSYC CORE,PSYC CORE,PSYC CORE,PSYC UD ELECTIVE,PSYC UD ELECTIVE,PSYC UD ELECTIVE,PSYC UD ELECTIVE,PSYC UD ELECTIVE,PSYC UD ELECTIVE,PSYC UD ELECTIVE,PSYC UD ELECTIVE,UD ELECTIVE,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,PC26,1 COMPUTER PROGRAMMING,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 PSYC CORE,1 PSYC CORE,1 PSYC CORE,1 PSYC CORE,1 PSYC RESEARCH,1 PSYC RESEARCH,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,MATH 10A OR 20A,MATH 10B OR 20B,PSYC 60,PSYC 70,,,,,,,,,,,,,,,,,,,,,
Psychology/Clinical Psychology,PC28,1 COMPUTER PROGRAMMING,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 PSYC CORE,1 PSYC CORE,1 PSYC CORE,1 PSYC ELECTIVE,1 PSYC RESEARCH,1 PSYC RESEARCH,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD SPECIALIZATION,1 PSYC UD SPECIALIZATION,1 PSYC UD SPECIALIZATION,MATH 10A OR 20A,MATH 10B OR 20B,PSYC 100,PSYC 60,PSYC 70,,,,,,,,,,,,,,,,,,,,,
Psychology/Cognitive Psych,PC29,1 COMPUTER PROGRAMMING,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 PSYC CORE,1 PSYC CORE,1 PSYC CORE,1 PSYC RESEARCH,1 PSYC RESEARCH,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD SPECIALIZATION,1 PSYC UD SPECIALIZATION,1 PSYC UD SPECIALIZATION,MATH 10A OR 20A,MATH 10B OR 20B,PSYC 105,PSYC 60,PSYC 70,,,,,,,,,,,,,,,,,,,,,
Psychology/Developmental Psych,PC30,1 COMPUTER PROGRAMMING,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 PSYC CORE,1 PSYC CORE,1 PSYC CORE,1 PSYC RESEARCH,1 PSYC RESEARCH,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD SPECIALIZATION,1 PSYC UD SPECIALIZATION,1 PSYC UD SPECIALIZATION,MATH 10A OR 20A,MATH 10B OR 20B,PSYC 101,PSYC 60,PSYC 70,,,,,,,,,,,,,,,,,,,,,
Psychology/Human Health,PC31,1 COMPUTER PROGRAMMING,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 PSYC CORE,1 PSYC RESEARCH,1 PSYC RESEARCH,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD SPECIALIZATION,1 PSYC UD SPECIALIZATION,1 PSYC UD SPECIALIZATION,MATH 10A OR 20A,MATH 10B OR 20B,PSYC 100,PSYC 101,PSYC 104,PSYC 60,PSYC 70,,,,,,,,,,,,,,,,,,,,,
Psychology/Sensation&Perceptn,PC32,1 COMPUTER PROGRAMMING,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 PSYC CORE,1 PSYC CORE,1 PSYC CORE,1 PSYC RESEARCH,1 PSYC RESEARCH,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD SPECIALIZATION,1 PSYC UD SPECIALIZATION,1 PSYC UD SPECIALIZATION,MATH 10A OR 20A,MATH 10B OR 20B,PSYC 102,PSYC 60,PSYC 70,,,,,,,,,,,,,,,,,,,,,
Psychology/Social Psychology,PC33,1 COMPUTER PROGRAMMING,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 PSYC CORE,1 PSYC CORE,1 PSYC CORE,1 PSYC RESEARCH,1 PSYC RESEARCH,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD ELECTIVE,1 PSYC UD SPECIALIZATION,1 PSYC UD SPECIALIZATION,1 PSYC UD SPECIALIZATION,MATH 10A OR 20A,MATH 10B OR 20B,PSYC 104,PSYC 60,PSYC 70,,,,,,,,,,,,,,,,,,,,,
Cogn & Behavioral Neuroscience,PC34,1 CBN RESEARCH,1 CBN RESEARCH,1 CBN UD CORE,1 CBN UD CORE,1 CBN UD CORE,1 CBN UD ELECTIVE,1 CBN UD ELECTIVE,1 CBN UD ELECTIVE,1 CBN UD ELECTIVE,1 CBN UD ELECTIVE,1 CBN UD ELECTIVE,1 COGS/PSYC UD ELECTIVE,1 COGS/PSYC UD ELECTIVE,1 COMPUTER PROGRAMMING,1 NATURAL SCIENCE,1 NATURAL SCIENCE,COGS 107A,COGS 17,MATH 10A or 20A,MATH 10B or 20B,MATH 10C or 20C,PSYC 60 or COGS 14B #,PSYC 70 or COGS 14A #,,,,,,,,,,,,,,,,,,,,
Business Psychology,PC35,1 BUS MGT,1 BUS MGT,1 BUS MGT,1 BUS PSYC ELECTIVE,1 BUS PSYC ELECTIVE,1 BUS PSYC ELECTIVE,1 BUS PSYC RESEARCH,1 BUS PSYC RESEARCH,1 COMPUTER PROGRAMMING,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 NATURAL SCIENCE,1 PSYC CORE,1 PSYC Core,1 UD PSYC ELECTIVE,MATH 10A or 20A,MATH 10B or 20B,MGT 16,MGT 18,PSYC 104,PSYC 105,PSYC 60,PSYC 70,,,,,,,,,,,,,,,,,,,,
Study of Religion,RE26,RELI 101,RELI 189,UD Arts & Humanities (Major),UD Arts & Humanities (Major),UD ELECTIVE,UD Elective (Major),UD Elective (Major),UD Elective (Major),UD Elective (Major),UD Elective - Single Tradition (Major),UD Elective - Single Tradition (Major),UD Social Science (Major),UD Social Sciences (Major),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian EastEuro & Eurasian St,RU26,HIEU UD ELECTIVE,HIEU UD ELECTIVE,LTRU 104A,LTRU 104B,LTRU 104C,LTRU 1A,LTRU 1B,LTRU 1C,LTRU 2A,LTRU 2B,LTRU UD ELECTIVE,LTRU UD ELECTIVE,LTRU UD ELECTIVE,REEES UD ELECTIVE,REEES UD ELECTIVE,REEES UD ELECTIVE,REEES UD ELECTIVE,UD ELECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,
Marine Biology,SI29,BICD 100,BILD 1,BILD 2,BILD 3,CHEM 6A,CHEM 6B,CHEM 6C,CHEM 7L,MATH 10A/20A,MATH 10B/20B,MATH 10C/20C,PHYS 1A,PHYS 1AL,PHYS 1B,PHYS 1BL,PHYS 1C,PHYS 1CL,SIO 119,SIO 132,SIO 134,SIO 136,SIO 139,SIO 181,SIO 187,SIO 90,UD MAJOR ELECTIVE,UD MAJOR ELECTIVE,UD MAJOR ELECTIVE,UD MAJOR LAB ELECTIVE,UD MAJOR LAB ELECTIVE,,,,,,,,,,,,,
Oceanic & Atmospheric Sciences,SI30,CHEM 6A,CHEM 6B,CHEM 6C,CHEM 7L,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 2A,PHYS 2B,PHYS 2BL,PHYS 2C,PHYS 2CL,SIO 171,SIO 172,SIO 174,SIO 60,UD ELECTIVE,UD MAJOR ELECTIVE,UD MAJOR ELECTIVE,UD MAJOR ELECTIVE,UD MAJOR ELECTIVE,UD MAJOR ELECTIVE,UD MAJOR ELECTIVE,UD MAJOR ELECTIVE,UD MAJOR ELECTIVE,UD MAJOR ELECTIVE,,,,,,,,,,,,,,
Geosciences,SI31,CHEM 6A,CHEM 6B,CHEM 6C,MATH 20A,MATH 20B,MATH 20C,PHYS 2A,PHYS 2B,PHYS 2C,SIO 100,SIO 102,SIO 103,SIO 113,SIO 120,SIO 50,SIO 65,SIO 75,UD ELECTIVE,UD ELECTIVE,UD ELECTIVE,UD GEOSCIENCES ELECTIVE,UD GEOSCIENCES ELECTIVE,UD GEOSCIENCES ELECTIVE,UD GEOSCIENCES ELECTIVE,UD GEOSCIENCES ELECTIVE,UD GEOSCIENCES ELECTIVE,UD GEOSCIENCES ELECTIVE,,,,,,,,,,,,,,,,
Sociology,SO25,SOCI 1,"SOCI 10, 20, 30, 40, OR 50**",SOCI 100*,SOCI 2,SOCI 60*,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD METHODOLOGY,UD ELECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,
Sociology-American Studies,SO27,SOCI 1,"SOCI 10, 20, 30, 40, OR 50**",SOCI 100*,SOCI 2,SOCI 60*,SOCI UD CONCENTRATION ELECTIVE,SOCI UD CONCENTRATION ELECTIVE,SOCI UD CONCENTRATION ELECTIVE,SOCI UD CONCENTRATION ELECTIVE,SOCI UD CONCENTRATION ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD METHODOLOGY,SOCI**,UD ELECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,
Sociology-Culture/Communic,SO28,SOC UD ELECTIVE,SOC-UD CONCENTRATION,SOCI 1,"SOCI 10, 20, 30, 40, OR 50**","SOCI 10,20,30,40OR50*",SOCI 100*,SOCI 2,SOCI 60*,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD METHODOLOGY,SOCI-UD CONCENTRATION,SOCI-UD CONCENTRATION,SOCI-UD CONCENTRATION,SOCI-UD CONCENTRATION,UD ELECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,
Sociology-Economy and Society,SO29,SOCI 1,"SOCI 10, 20, 30, 40, OR 50**",SOCI 100*,SOCI 2,SOCI 60*,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD METHODOLOGY,"SOCI10,20,30,40,OR50*",UD ELECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,
Sociology-International Stu,SO30,SOCI 1,"SOCI 10, 20, 30, 40, OR 50**",SOCI 100*,SOCI 2,SOCI 60*,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD METHODOLOGY,SOCI**,UD ELECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,
Sociology-Law and Society,SO31,SOCI 1,"SOCI 10, 20, 30, 40, OR 50**",SOCI 100*,SOCI 2,SOCI 60*,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD METHODOLOGY,SOCI**,UD ELECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,
Sociology-Science and Medicine,SO32,SOCI 1,"SOCI 10, 20, 30, 40, OR 50**",SOCI 100*,SOCI 2,SOCI 60*,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD METHODOLOGY,SOCI**,UD ELECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,
Sociology-Social Inequality,SO33,SOCI 1,"SOCI 10, 20, 30, 40, OR 50**",SOCI 100*,SOCI 2,SOCI 60*,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD CONCENTRATION,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD ELECTIVE,SOCI UD METHODOLOGY,SOCI**,UD ELECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,
Structural Engineering,SE27,CHEM 6A,Focus Sequence,Focus Sequence,Focus Sequence,Focus Sequence,Focus Sequence Capstone,Focus Sequence Capstone,MATH 18,MATH 20A,MATH 20B,MATH 20C,MATH 20D,MATH 20E,PHYS 2A,PHYS 2B,PHYS 2BL,PHYS 2C,PHYS 2CL,SE 1,SE 101A,SE 101B,SE 101C,SE 102,SE 105,SE 110A,SE 110B,SE 115,SE 125,SE 130A,SE 130B,SE 131A,SE 131B,SE 3,SE 9,Technical Elective,Technical Elective,Technical Elective,,,,,,
Theatre,TH26,TDAC 1,TDAC 101,TDDE 1,TDDE 1XX,TDDR 101,TDDR 111,TDGE 1,TDHT 10,TDHT 1XX,TDHT 1XX,TDHT 1XX,TDHT 21,TDHT 22,TDHT 23,TDPR 6,TDPR 6,TDPW 1,TDPW 101,UD ELECTIVE,UD THEATRE ELECTIVE,UD THEATRE ELECTIVE,UD THEATRE ELECTIVE,UD THEATRE ELECTIVE,,,,,,,,,,,,,,,,,,,,
Dance,TH27,Core Movement,Core Movement,Core Movement,Core Movement,TDDM 1,TDDM 100,TDDM 101,TDDM 5,TDHD 1XX,TDHD 20,TDHD 21,TDMV 20,TDPR 6,TDTR 10,TDTR 104,TDTR 15,TDTR 20,UD ELECTIVE,UD Elective Movement,UD Elective Movement,UD Elective Movement,UD Elective Movement,,,,,,,,,,,,,,,,,,,,,
